Object ID;Bike Route Name;Street Name;Bikeway Type;Subtype;Status;Street Segment Type;Overall Direction;Bikeway Direction;Vehicle Direction;Speed Limit;Surface Type;AAA Network;AAA Segment;W/N Bound Type;E/S Bound Type;Snow Removal;Segment Length;Year of Construction;Construction Note;Upgrade Year;Notes;Geom
164916;Windermere;Windermere;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;96.40075991;2009;const date- sourch unknown;;;"{""coordinates"": [[-123.03620315775721, 49.27993969658237], [-123.03620385953302, 49.27961552901328], [-123.03620493596809, 49.27907255536379]], ""type"": ""LineString""}"
164917;Midtown;E 38th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;22.00148512;1998;;;;"{""coordinates"": [[-123.05202955699102, 49.23586295467123], [-123.05172733608099, 49.23586121757958]], ""type"": ""LineString""}"
164918;Midtown;E 38th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;35.91239359;1998;;;;"{""coordinates"": [[-123.05002153185349, 49.23584999700792], [-123.04952826934637, 49.23584716644417], [-123.04952822538824, 49.23584716646301]], ""type"": ""LineString""}"
164930;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.60822987;2004;;;;"{""coordinates"": [[-123.16459549464355, 49.26616512543435], [-123.16459550418142, 49.26616510023418], [-123.16461022223432, 49.26574598724556]], ""type"": ""LineString""}"
164932;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.29447109;2008;;;;"{""coordinates"": [[-123.16472047358162, 49.262678225741325], [-123.16472048082223, 49.26267792349187], [-123.16473665442683, 49.26222598373161], [-123.16473665703491, 49.26222594145038]], ""type"": ""LineString""}"
164933;Fraser River Trail;E Kent Ave South;Local Street;;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;100.84052862;2004;Year unsure, after 1999. not on Z-map too;;;"{""coordinates"": [[-123.07006694973916, 49.20832048104208], [-123.07133065963741, 49.20869099718746]], ""type"": ""LineString""}"
164937;45th Ave;W 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;65.4506266;2011;;;;"{""coordinates"": [[-123.14644981510884, 49.2307176668156], [-123.14711939848249, 49.23072823729815], [-123.14734855537547, 49.230731689957736]], ""type"": ""LineString""}"
164939;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;96.71101993;2008;2008-based on RTS # 6468;;;"{""coordinates"": [[-123.17613816062536, 49.21944144247723], [-123.17616229226937, 49.21857164578659]], ""type"": ""LineString""}"
164940;Arbutus Greenway;Off Street;Protected Bike Lanes;OSB;Active;Off-street;NS;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;436.83951445;2017;;;;"{""coordinates"": [[-123.14681602168271, 49.213249576078105], [-123.14677610068338, 49.21316964431906], [-123.14657544417845, 49.2127726663314], [-123.14636667751894, 49.21235892113379], [-123.146161878642, 49.211951350273004], [-123.14596258717513, 49.21155437121151], [-123.14576064164831, 49.211152088807424], [-123.14557356887744, 49.210781576637245], [-123.14535322606362, 49.21033945312048], [-123.14509829082326, 49.20983158194381], [-123.14493772707279, 49.20951774618095]], ""type"": ""LineString""}"
164944;Arbutus Greenway;Off Street;Protected Bike Lanes;OSB;Active;Off-street;NS;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;14.62451053;2017;;;;"{""coordinates"": [[-123.15546414448919, 49.228499274908415], [-123.15544968375113, 49.22842332936798], [-123.15543395948005, 49.22836928449431]], ""type"": ""LineString""}"
164949;Cambie;Cambie;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Shared Lanes;Yes;13.66143144;2016;width from 500 cambie;;;"{""coordinates"": [[-123.1089359941425, 49.283947148788876], [-123.10898665061072, 49.283828814479214]], ""type"": ""LineString""}"
164952;Smithe;Smithe;Protected Bike Lanes;SL;Active;Arterial;EW;OW;OW;50;Paved;YES;YES;Protected Bike Lanes;;Yes;49.66767659;2016;;;;"{""coordinates"": [[-123.1189721218211, 49.27872654235675], [-123.1194578974521, 49.27904053974576]], ""type"": ""LineString""}"
164957;10th Ave;W 10th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;64.75133203;2004;year const- Peter Stary;;;"{""coordinates"": [[-123.12096675614367, 49.26234896931874], [-123.12185644845239, 49.262363227319995]], ""type"": ""LineString""}"
164959;Cypress;Cypress;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Painted Lanes;Protected Bike Lanes;Yes;48.76749056;1996;PL NB, PBL SB in 2016;2016;;"{""coordinates"": [[-123.14794999118541, 49.26849217360601], [-123.14796663198479, 49.268053636256816]], ""type"": ""LineString""}"
164960;Seaside;Island Park Walk;Local Street;;Active;Residential;EW;2W;2W;50;Paved;YES;YES;Local Street;Local Street;Yes;35.4682135;2007;pre-2007, paint from 2010, improvements 2018;2018;;"{""coordinates"": [[-123.14022527710776, 49.27137504371541], [-123.14004177317021, 49.271079459257145]], ""type"": ""LineString""}"
164968;Central Valley;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;110.85029753;2003;Updrade to Off Street 2014;2014;;"{""coordinates"": [[-123.06143468233574, 49.260401607831305], [-123.06013584805086, 49.259880450242655]], ""type"": ""LineString""}"
164970;Cassiar;Off Street;Protected Bike Lanes;OSS;Active;Off-street;NS;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;159.52302837;1999;Year const -source unknown. Not on map;;;"{""coordinates"": [[-123.0314913156298, 49.28356004187573], [-123.03130287426035, 49.28355865384972], [-123.03127001587656, 49.283774534293286], [-123.03112977847405, 49.284695909807375], [-123.03087180720024, 49.284698262889755]], ""type"": ""LineString""}"
164980;Dunbar;Dunbar;Shared Lanes;;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;105.86507795;2010;;;;"{""coordinates"": [[-123.18535748790478, 49.23381217802849], [-123.18537589059028, 49.232859973458545]], ""type"": ""LineString""}"
164985;Inverness;Inverness;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;61.1942757;2003;year const- source unknown;;;"{""coordinates"": [[-123.0800667221453, 49.22489622328937], [-123.08006672346345, 49.22489618910647], [-123.08008757216615, 49.22434593423218]], ""type"": ""LineString""}"
164987;Inverness;Inverness;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;45.10311266;2003;year const- source unknown;;;"{""coordinates"": [[-123.07998488003501, 49.22738383648722], [-123.07999852149177, 49.22697822078269]], ""type"": ""LineString""}"
164995;Inverness;Inverness;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.42979015;2003;year const- source unknown;;;"{""coordinates"": [[-123.08010818743797, 49.21509727818444], [-123.08011618000693, 49.214652713247716], [-123.080116174452, 49.214652674571866]], ""type"": ""LineString""}"
164996;Cypress;Angus Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;148.78694829;1996;year const- Peter Stary;;;"{""coordinates"": [[-123.1454349105217, 49.251568344745266], [-123.14576821537645, 49.25085909897925], [-123.14578003111157, 49.25083335591967], [-123.145815129863, 49.25075354554236], [-123.14584809894748, 49.250673372635525], [-123.14587890789532, 49.2505927526842], [-123.14588803676095, 49.25056687987563], [-123.14590744869304, 49.250511865731156], [-123.14593394945312, 49.2504307123895], [-123.14595830270926, 49.2503491920497], [-123.1459772838857, 49.250279094336406]], ""type"": ""LineString""}"
164997;Cypress;Angus Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;84.40535412;1996;year const- Peter Stary;;;"{""coordinates"": [[-123.1459772838857, 49.250279094336406], [-123.14598049095846, 49.25026742347232], [-123.14600040840656, 49.250185406792276], [-123.14600041519213, 49.25018537799897], [-123.14601818976719, 49.25010315623284], [-123.14602638690467, 49.250059601767084], [-123.14603371026669, 49.25002075920648], [-123.14604704950929, 49.249938180532], [-123.14605824874931, 49.24985542735423], [-123.14606718183997, 49.24977258708695], [-123.14607397135029, 49.24968974952807], [-123.14607397533713, 49.2496897036474], [-123.14607847660261, 49.24960673405173], [-123.1460808410474, 49.24952372218041], [-123.14608084644281, 49.24952368799173]], ""type"": ""LineString""}"
164999;Arbutus Greenway;Off Street;Protected Bike Lanes;OSB;Active;Off-street;NS;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;51.14029155;2017;;;;"{""coordinates"": [[-123.15239858358039, 49.262853387322316], [-123.15242664548869, 49.262393737355254]], ""type"": ""LineString""}"
165006;45th Ave;E 47th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;150.9397966;2013;;;;"{""coordinates"": [[-123.07790185403582, 49.22767215485851], [-123.07997453524106, 49.22769959621589]], ""type"": ""LineString""}"
165008;Cambie;Cambie;Protected Bike Lanes;SL;Active;Residential;NS;BD;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;31.08357167;2014;may served as bikeway from 2008;;;"{""coordinates"": [[-123.11730691303207, 49.206744707259666], [-123.11732119846775, 49.20646525838833]], ""type"": ""LineString""}"
165012;Balaclava;Carnarvon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;22.84342351;2009;2013 paint&signs N.of 43rd;;;"{""coordinates"": [[-123.17303418629635, 49.237579633781266], [-123.17303537935301, 49.23737415348478]], ""type"": ""LineString""}"
165022;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;YES;Local Street;Local Street;Yes;50.27693357;1995;Upgrade to AAA in 2021;2021;;"{""coordinates"": [[-123.10484490237484, 49.26422109945233], [-123.10484491330011, 49.26422106616013], [-123.10486390051291, 49.2637690461586], [-123.10486390045764, 49.26376902007259]], ""type"": ""LineString""}"
165023;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;40.53079861;1998;2 protected small sections w. Pedestrians;;;"{""coordinates"": [[-123.08303245449646, 49.23646126144783], [-123.08263042656341, 49.23645648268131], [-123.08247582360697, 49.23645465018662], [-123.08247577140911, 49.236454652022914]], ""type"": ""LineString""}"
165026;Cypress;Cypress;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;15.17978504;1996;year const- Peter Stary;;;"{""coordinates"": [[-123.14772240911411, 49.27458836859172], [-123.147727559655, 49.27445186538003]], ""type"": ""LineString""}"
165027;Cypress;Cypress;Local Street;;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;49.00548871;1996;Upgrade to AAA 2018;2018;;"{""coordinates"": [[-123.14786840528188, 49.27069875532192], [-123.14788402381508, 49.27025806061409]], ""type"": ""LineString""}"
165029;Cypress;Angus Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;53.36863973;1996;paint covered w. asphalt;;;"{""coordinates"": [[-123.14793387051847, 49.22754877439998], [-123.14793387453143, 49.227548738413745], [-123.1479498927926, 49.227068825015074]], ""type"": ""LineString""}"
165034;Ontario;Ontario;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;23.94779638;1995;LSB to PBL 2014;2014;;"{""coordinates"": [[-123.10602183137391, 49.22385678245994], [-123.10602920561098, 49.22364141997229]], ""type"": ""LineString""}"
165038;Richards;Richards;Protected Bike Lanes;SL;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;47.49264735;2006;Upgraded to BD protected lanes 2020;2020;;"{""coordinates"": [[-123.11095341720313, 49.284677943760315], [-123.11116111650169, 49.284535288482395], [-123.111403788195, 49.28436858649993]], ""type"": ""LineString""}"
165040;Valley;Valley Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;13.71343682;2008;;;;"{""coordinates"": [[-123.15804038874758, 49.24804543932145], [-123.15802374176964, 49.24802200342409], [-123.15796087270061, 49.24793360598939]], ""type"": ""LineString""}"
165043;Valley;Valley Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;35.20447905;2008;;;;"{""coordinates"": [[-123.15869257601719, 49.24895030765642], [-123.15862573670374, 49.24885731678834], [-123.15848621044152, 49.24866389939926]], ""type"": ""LineString""}"
165045;Valley;Valley Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;56.78903858;2008;;;;"{""coordinates"": [[-123.16274212951822, 49.254550080927444], [-123.16239706677558, 49.25409190091743]], ""type"": ""LineString""}"
165048;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.29471674;2004;;;;"{""coordinates"": [[-123.16450313248335, 49.26875115299376], [-123.16451862353826, 49.26831685160655]], ""type"": ""LineString""}"
165049;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.20086164;2004;;;;"{""coordinates"": [[-123.16440857838498, 49.271404304592224], [-123.1644085700503, 49.27140427851806], [-123.16442259681654, 49.27098885495081], [-123.16442259808059, 49.27098882166678]], ""type"": ""LineString""}"
165052;Cypress;Matthews Ave;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;66.23122968;1996;year const- Peter Stary;;;"{""coordinates"": [[-123.1454349105217, 49.251568344745266], [-123.14631493706453, 49.25141646100553]], ""type"": ""LineString""}"
165068;Richards;Richards;Protected Bike Lanes;SL;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;164.96784933;2006;PL to OW PBL in 2013, BD PBL in 2021;2021;;"{""coordinates"": [[-123.12423609224066, 49.27587995423792], [-123.12583103590016, 49.27482497814365]], ""type"": ""LineString""}"
165074;Wales Duchess;Duchess;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;44.06989473;2020;;;;"{""coordinates"": [[-123.05126760620365, 49.24064938306013], [-123.05127306939525, 49.24064491000125], [-123.05128772896161, 49.240632472072164], [-123.05130204488876, 49.2406198642838], [-123.0513160309317, 49.24060710282152], [-123.051329673344, 49.24059417959587], [-123.0513429721398, 49.24058110809978], [-123.05135207099302, 49.24057185694869], [-123.05160099109789, 49.24031862986174]], ""type"": ""LineString""}"
165075;Wales Duchess;Kingsway;Protected Bike Lanes;OSB;Active;Arterial;NS;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;69.67765133;2020;;;;"{""coordinates"": [[-123.05256626893139, 49.23933035614871], [-123.05178481089334, 49.23896839150805]], ""type"": ""LineString""}"
165081;Wales Duchess;Wales;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;167.56133613;2020;;;;"{""coordinates"": [[-123.05178310368738, 49.23887416530507], [-123.05175583786654, 49.237367016273]], ""type"": ""LineString""}"
165084;Beatty;Beatty;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;164.18095387;2005;painted to protected  2016;2016;;"{""coordinates"": [[-123.11557645248931, 49.27652657328578], [-123.1171607231793, 49.275474635863624]], ""type"": ""LineString""}"
165088;Dunbar;Dunbar;Painted Lanes;NB;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;211.74414158;2010;;;;"{""coordinates"": [[-123.18523928398042, 49.2442733394137], [-123.18525111771046, 49.243320650592906], [-123.18526318330841, 49.24236871954018]], ""type"": ""LineString""}"
165097;10th Ave;Prince Edward;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;42.46131152;2004;LSB to PBL in 2019;2019;;"{""coordinates"": [[-123.09605471779281, 49.26195948662186], [-123.09609005461782, 49.26157823940557]], ""type"": ""LineString""}"
165103;Chilco;Chilco;Local Street;;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Local Street;Local Street;No;60.04911661;2006;Upgrade to AAA in 2021;2021;;"{""coordinates"": [[-123.14369439692933, 49.28986637640063], [-123.14427521673575, 49.289482452278065], [-123.14427524418417, 49.289482433353946]], ""type"": ""LineString""}"
165104;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;45.98451715;2004;;;;"{""coordinates"": [[-123.16456494190415, 49.26699846041313], [-123.16457049732387, 49.26683918341873], [-123.16457933812211, 49.26658492857258]], ""type"": ""LineString""}"
165105;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.6389301;2004;;;;"{""coordinates"": [[-123.16462439583582, 49.26534549507753], [-123.16463893982439, 49.26490808242399]], ""type"": ""LineString""}"
165107;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;50.18146727;2005;;;;"{""coordinates"": [[-123.16436028323047, 49.27273835995544], [-123.16436028451548, 49.27273833296804], [-123.16437703595182, 49.27228710205031]], ""type"": ""LineString""}"
165108;Valley;Trafalgar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;41.20133008;2008;;;;"{""coordinates"": [[-123.16470724901824, 49.263048738418014], [-123.16472047358162, 49.262678225741325]], ""type"": ""LineString""}"
